Ticker,Earnings Date,Surprise,CAR,Regime,VIX,Δ10Y
NVDA,2010-08-12,-0.002,0.0256722492606121,0,25.73,-0.2281690140845069
GOOGL,2010-10-14,0.0235,-0.001463635348311,0,19.88,-0.16
AAPL,2010-10-18,0.02,0.0040717915460835,0,19.09,-0.157190635451505
NVDA,2010-11-11,0.0,0.0039758026201954,0,18.64,-0.0328467153284672
AAPL,2011-01-18,0.0375,-0.0268271703068102,2,15.87,0.3560000000000001
GOOGL,2011-01-20,0.0165,0.0002876054682627,2,17.99,0.3501945525291829
NVDA,2011-02-16,0.002,0.0205385139925625,2,16.72,0.2525951557093424
GOOGL,2011-04-14,-0.0005,0.005615809374817,0,16.27,0.0508982035928142
AAPL,2011-04-20,0.035,-0.0090357526117291,0,15.07,0.0178041543026705
NVDA,2011-05-12,0.001,0.0178359432381985,0,16.03,-0.1297297297297297
GOOGL,2011-07-14,0.022,-0.0060759248128865,0,20.8,-0.1509971509971509
AAPL,2011-07-19,0.07,-0.0125631853542228,0,19.21,-0.1415929203539823
NVDA,2011-08-11,0.0,0.0077590695657312,1,39.0,-0.2732919254658386
GOOGL,2011-10-13,0.0245,0.013272569612984,1,30.7,-0.2651006711409396
AAPL,2011-10-18,-0.0125,-0.0095533563436872,1,31.56,-0.2474226804123711
NVDA,2011-11-10,0.001,0.0095100514317452,1,32.81,-0.128205128205128
GOOGL,2012-01-19,-0.025,0.004180817111719,0,19.87,-0.0863636363636365
AAPL,2012-01-24,0.1325,-0.0176462978411378,0,18.91,-0.02803738317757
NVDA,2012-02-15,0.0,0.005022246842633,0,21.14,-0.0398009950248755
GOOGL,2012-04-12,0.0105,0.0145595885893399,0,17.2,0.0721649484536082
AAPL,2012-04-24,0.0825,-0.020792547902141,0,18.1,-0.0384615384615385
NVDA,2012-05-11,0.001,0.0635585012850688,0,19.89,-0.0612244897959183
GOOGL,2012-07-19,0.002,0.0154826311199442,0,15.45,-0.2222222222222222
AAPL,2012-07-24,-0.0375,0.0044716197791474,0,20.47,-0.28
NVDA,2012-08-09,0.002,0.032256919629537,0,15.28,-0.1058201058201058
GOOGL,2012-10-18,-0.041,-0.076935812683283,2,15.03,0.2077922077922078
AAPL,2012-10-25,-0.0025,-0.0141830414266119,2,18.12,0.2827586206896553
NVDA,2012-11-08,0.001,0.0255832007961347,0,18.49,-0.0414201183431951
GOOGL,2013-01-22,0.0045,-0.0058788837446377,0,12.43,0.0391061452513967
AAPL,2013-01-23,0.0125,0.0144809434095006,0,12.46,0.0333333333333334
NVDA,2013-02-13,0.001,-0.0064855756343665,2,12.98,0.2893081761006286
GOOGL,2013-04-18,0.023,-0.0123648067849982,0,17.56,-0.0899470899470898
AAPL,2013-04-23,0.0025,0.0035332690213331,0,13.48,-0.0645161290322581
NVDA,2013-05-09,0.0025,0.0026740071549454,0,13.13,-0.0904522613065326
GOOGL,2013-07-18,-0.0305,-0.0103175974051648,2,13.77,0.4883720930232558
AAPL,2013-07-23,0.005,-0.0082643145014504,2,12.66,0.4540229885057469
NVDA,2013-08-08,0.001,0.0022569030258815,2,12.73,0.4254143646408839
GOOGL,2013-10-17,0.01,-0.0154191921751437,0,13.48,0.01953125
AAPL,2013-10-28,0.01,0.0079264537418901,0,13.31,-0.0268199233716474
NVDA,2013-11-07,0.0,-0.0095889372766275,0,13.91,0.0193798449612403
AAPL,2014-01-27,0.015,0.0143620390772045,0,17.42,0.0944881889763777
GOOGL,2014-01-30,-0.0045,0.0069672700070063,0,17.29,0.058365758754864
NVDA,2014-02-12,0.001,0.033844064620678,0,14.3,0.018181818181818
GOOGL,2014-04-16,-0.007,0.009988149010007,0,14.18,-0.086206896551724
AAPL,2014-04-23,0.05,-0.008686231289492,0,13.27,-0.0592334494773518
NVDA,2014-05-06,0.002,-0.0058211734400771,0,13.8,-0.0113636363636364
GOOGL,2014-07-17,-0.008,0.002075375765662,0,14.54,-0.0952380952380951
AAPL,2014-07-22,0.0125,0.0035530895875701,0,12.24,-0.0915750915750915
NVDA,2014-08-07,0.001,-0.0065856275251393,0,16.66,-0.0689655172413792
GOOGL,2014-10-16,-0.009,-0.0070768044307474,0,25.2,-0.1214574898785426
AAPL,2014-10-20,0.0275,0.0076407345691318,0,18.57,-0.1164658634538152
NVDA,2014-11-06,0.001,0.0018001699732162,0,13.67,-0.0164609053497942
AAPL,2015-01-27,0.115,-0.0176414191306291,0,17.22,-0.2043478260869564
GOOGL,2015-01-29,-0.0115,-0.006033094147604,0,18.76,-0.2370689655172413
NVDA,2015-02-11,0.002,-0.0101339202215936,0,16.96,-0.1561181434599157
GOOGL,2015-04-23,-0.0015,0.0118358756960763,0,12.48,0.0315789473684211
AAPL,2015-04-27,0.0425,0.0248326930568573,0,13.12,0.0601092896174861
NVDA,2015-05-07,0.0,0.0096675600977716,2,15.13,0.1912568306010929
GOOGL,2015-07-16,0.0145,0.0171942261350839,2,12.11,0.2421052631578948
AAPL,2015-07-21,0.01,-0.008080029159653,2,12.22,0.2239583333333334
NVDA,2015-08-06,0.001,0.0117908455233278,0,13.77,0.0229357798165137
GOOGL,2015-10-22,0.007,-0.0079828498845747,0,14.45,-0.1052631578947367
AAPL,2015-10-27,0.02,-0.0048732822756674,0,15.43,-0.0929203539823009
NVDA,2015-11-05,0.005,-0.0107609753653683,0,15.05,0.013452914798206
AAPL,2016-01-26,0.0125,-0.0053759346839779,0,22.5,-0.0195121951219512
GOOGL,2016-02-01,0.028,0.0091595426291015,0,19.98,-0.1045454545454546
NVDA,2016-02-17,0.001,-0.0041555298192738,0,22.31,-0.2026431718061674
GOOGL,2016-04-21,-0.0235,0.0060949305245611,0,13.95,-0.0693069306930693
AAPL,2016-04-26,-0.025,-0.0047407140870958,0,13.96,-0.0348258706467661
NVDA,2016-05-12,0.0,-0.0098728759251509,0,14.41,0.0736196319018405
AAPL,2016-07-26,0.01,-0.0085809013121483,0,13.05,-0.190721649484536
GOOGL,2016-07-28,0.019,0.0036869530159482,0,12.72,-0.1739130434782608
NVDA,2016-08-11,0.001,0.0102351743545199,0,11.68,-0.1028571428571428
AAPL,2016-10-25,0.0025,0.0088878093989862,0,13.46,0.1273885350318471
GOOGL,2016-10-27,0.0215,-0.0006594852864537,2,15.36,0.2171052631578947
NVDA,2016-11-10,0.007,-0.0251811628184472,2,14.74,0.3694267515923566
GOOGL,2017-01-26,-0.0145,-0.0010972619520729,2,10.63,0.3567567567567566
AAPL,2017-01-31,0.0375,-0.0029568040502022,2,11.99,0.3387978142076504
NVDA,2017-02-09,0.004,-0.0344389031777369,0,10.88,0.1162790697674418
GOOGL,2017-04-27,0.017,-0.0007429514514746,0,10.36,-0.0836653386454183
AAPL,2017-05-02,0.02,0.004610735888694,0,10.59,-0.0653061224489796
NVDA,2017-05-09,0.004,-0.0062924076978671,0,9.96,0.0083333333333333
GOOGL,2017-07-24,0.026,0.0004139033310464,0,9.43,-0.0087719298245614
AAPL,2017-08-01,0.025,0.0059261936790557,0,10.09,-0.0131004366812228
NVDA,2017-08-10,0.006,0.0039188253340502,0,16.04,-0.0794979079497907
GOOGL,2017-10-26,0.062,0.0016703388817562,0,11.3,0.0603448275862068
AAPL,2017-11-02,0.05,0.00810122762138,0,9.93,0.0491071428571427
NVDA,2017-11-09,0.009,-0.0073679588975271,0,10.5,0.059090909090909
AAPL,2018-02-01,0.0075,0.0071766615616193,0,13.47,0.1829787234042552
GOOGL,2018-02-01,-0.014,0.0033564357797586,0,13.47,0.1829787234042552
NVDA,2018-02-08,0.01,0.0401246425520393,2,33.46,0.2231759656652361
GOOGL,2018-04-23,0.2025,0.0004692230121457,0,16.34,0.1203007518796992
AAPL,2018-05-01,0.01,0.0138217125215275,0,15.49,0.087912087912088
NVDA,2018-05-10,0.011,0.0012694914631613,0,13.23,0.0421052631578948
GOOGL,2018-07-23,-0.2525,0.007800006110586,0,12.62,-0.0067114093959731
AAPL,2018-07-31,0.04,-0.0041807862894501,0,12.83,-0.0033670033670034
NVDA,2018-08-16,0.005,-0.0124740990548571,0,13.45,-0.0771704180064307
GOOGL,2018-10-25,0.132,0.0034226957698967,0,24.22,0.0536912751677853
AAPL,2018-11-01,0.03,-0.0034135493581845,0,19.34,0.0536912751677853
NVDA,2018-11-15,-0.001,-0.002296046865988,0,19.98,0.0836236933797909
AAPL,2019-01-29,0.01,-9.396180354804932e-05,0,19.13,-0.1282051282051282
GOOGL,2019-02-04,0.0975,0.0074743102508345,0,15.73,-0.1468750000000001
NVDA,2019-02-14,0.001,0.0124880433051363,0,16.22,-0.1446945337620577
GOOGL,2019-04-29,-0.0555,0.0123805157191921,0,13.11,-0.0763636363636363
AAPL,2019-04-30,0.03,-0.0059002976814852,0,13.12,-0.0772058823529413
NVDA,2019-05-16,0.002,-0.0129906149363042,0,15.29,-0.0977443609022556
GOOGL,2019-07-25,0.1455,0.0095317008335068,0,12.74,-0.1811023622047244
AAPL,2019-07-30,0.02,-0.0018310907163479,0,13.94,-0.1792828685258963
NVDA,2019-08-15,0.002,-0.0058320542944846,0,21.18,-0.3666666666666666
GOOGL,2019-10-28,-0.115,0.0078322712745845,0,13.11,-0.1019417475728154
AAPL,2019-10-30,0.05,-0.0050256687018328,0,12.33,-0.1188118811881188
NVDA,2019-11-14,0.006,0.0052101658198034,2,13.05,0.1973684210526316
AAPL,2020-01-28,0.11,0.0077144265373714,0,16.28,-0.1032608695652175
GOOGL,2020-02-03,0.141,0.0201336386544039,0,17.97,-0.1396648044692737
NVDA,2020-02-13,-0.0027,-0.0048756717225167,0,14.15,-0.1153846153846153
GOOGL,2020-04-28,-0.02,-0.01673408146661,1,33.57,-0.6242424242424243
AAPL,2020-04-30,0.08,0.0236288629321368,1,34.15,-0.5923566878980893
NVDA,2020-05-21,0.003,-0.010185767809208,1,29.53,-0.5526315789473684
AAPL,2020-07-30,0.14,0.0073210154275573,0,24.76,-0.140625
GOOGL,2020-07-30,0.1,0.0070313916668465,0,24.76,-0.140625
NVDA,2020-08-19,0.006,-0.0030015056814002,0,22.54,0.0
AAPL,2020-10-29,0.03,0.0138971327592786,2,37.59,0.5454545454545452
GOOGL,2020-10-29,0.26,0.0156549704502752,2,37.59,0.5454545454545452
NVDA,2020-11-18,0.009,0.011268200484194,2,23.84,0.2941176470588234
AAPL,2021-01-27,0.26,0.0311474299848773,2,37.21,0.3164556962025315
GOOGL,2021-02-02,0.33,-0.0014408219725851,2,25.56,0.2444444444444444
NVDA,2021-02-24,-0.0025,0.0113138018205182,2,21.34,0.5681818181818181
GOOGL,2021-04-27,0.53,-0.0066244933896608,2,17.56,0.5523809523809522
AAPL,2021-04-28,0.42,-0.0013135382221203,2,17.28,0.5673076923076921
NVDA,2021-05-26,0.0093,-0.0049883354752167,0,17.36,0.1449275362318842
AAPL,2021-07-27,0.29,-5.379377811042495e-05,0,19.36,-0.2331288343558282
GOOGL,2021-07-27,0.4,-0.0075901662199244,0,19.36,-0.2331288343558282
NVDA,2021-08-18,0.002,-0.0076207035650183,0,21.57,-0.2440476190476189
GOOGL,2021-10-26,0.23,0.0117683236924745,2,15.98,0.3039999999999998
AAPL,2021-10-28,0.0,0.0087245762155886,2,16.53,0.2265625
NVDA,2021-11-17,0.006,-0.0280156474481338,2,17.11,0.2598425196850393
AAPL,2022-01-27,0.21,0.00959616967874,2,30.49,0.1528662420382165
GOOGL,2022-02-01,0.17,0.0100664540231352,2,21.96,0.1602564102564103
NVDA,2022-02-16,0.009,0.0006250911502502,2,24.29,0.2687499999999998
GOOGL,2022-04-26,-0.06,-0.0007893825248189,2,33.52,0.5561797752808988
AAPL,2022-04-28,0.09,0.0157267496708236,2,29.99,0.5745856353591161
NVDA,2022-05-25,0.006,0.0212210941634824,2,28.37,0.3819095477386935
GOOGL,2022-07-26,-0.06,-0.0057345454720975,0,24.69,0.0144404332129963
AAPL,2022-07-28,0.05,-0.0061178959510894,0,22.33,-0.0596491228070175
NVDA,2022-08-24,0.0011,-0.0034636432316048,2,22.82,0.1309090909090908
GOOGL,2022-10-25,-0.19,-0.0047314759518168,2,28.46,0.4590747330960851
AAPL,2022-10-27,0.02,-0.0153839618059211,2,27.39,0.4776119402985073
NVDA,2022-11-16,-0.013,-0.0174386783625065,2,24.11,0.2698961937716262
AAPL,2023-02-02,-0.07,0.0009427682825314,0,18.73,-0.1787439613526569
GOOGL,2023-02-02,-0.14,0.0348718749737479,0,18.73,-0.1787439613526569
NVDA,2023-02-22,0.007,0.0003168407856041,0,22.29,0.0592991913746632
GOOGL,2023-04-25,0.1,0.0048061647944402,0,18.76,-0.0173410404624277
AAPL,2023-05-04,0.09,-0.0049243140682543,0,20.09,-0.0088235294117646
NVDA,2023-05-24,0.017,0.0024913030565096,0,20.03,-0.0508905852417302
GOOGL,2023-07-25,0.1,-0.0025066744616177,0,13.86,0.1500000000000001
AAPL,2023-08-03,0.07,-0.0072004404868316,2,15.92,0.2462908011869435
NVDA,2023-08-23,0.063,-0.0004800559982339,0,15.98,0.1233243967828419
GOOGL,2023-10-24,0.1,0.0059734276360165,2,18.97,0.2352941176470588
AAPL,2023-11-02,0.07,0.0058052455537043,0,15.66,0.1119047619047619
NVDA,2023-11-21,0.066,0.0009684076730694,0,13.35,0.0161290322580645
GOOGL,2024-01-30,0.04,-0.0045213858521047,0,13.31,-0.1680327868852459
AAPL,2024-02-01,0.07,0.0020985870415115,0,13.88,-0.171306209850107
NVDA,2024-02-21,0.055,-0.0238799198979745,0,15.34,-0.0226244343891401
GOOGL,2024-04-25,0.38,-0.0136013870251777,0,15.37,0.1352657004830919
AAPL,2024-05-02,0.03,0.0122782448491579,2,14.68,0.1834625322997416
NVDA,2024-05-22,0.053,-0.0033094374324068,0,12.29,0.0254629629629628
GOOGL,2024-07-23,0.04,0.0007551293527248,0,14.72,-0.0780911062906725
AAPL,2024-08-01,0.06,0.0012734276478988,0,18.59,-0.1288209606986898
NVDA,2024-08-28,0.05,0.0020552357350535,0,17.11,-0.1670281995661606
GOOGL,2024-10-29,0.27,0.0122133135691221,0,19.34,0.0313253012048193
AAPL,2024-10-31,0.02,0.0017368147179547,0,23.16,0.0726817042606515
NVDA,2024-11-20,0.06,-0.005470564909774,0,17.16,0.1635883905013193
AAPL,2025-01-30,0.06,-0.0093879358819144,0,15.84,0.0560747663551399
GOOGL,2025-02-04,0.02,0.0128404789733896,0,17.21,0.0610328638497652
NVDA,2025-02-26,0.04,0.0328051372644025,0,19.1,0.0
GOOGL,2025-04-24,0.8,-0.0036846730068085,0,26.47,-0.0709677419354838
AAPL,2025-05-01,0.03,-0.0052233604662484,0,24.6,-0.0597345132743362
NVDA,2025-05-28,0.06,0.0043626429298391,0,19.31,0.0517647058823529
GOOGL,2025-07-23,0.12,-0.0091823098525557,0,15.37,0.0
AAPL,2025-07-31,0.14,-0.0049753615193474,0,16.72,0.0282352941176471
NVDA,2025-08-27,0.04,-0.0056369527497951,0,14.85,-0.0514541387024607
GOOGL,2025-10-29,0.55,0.019326709143587,0,16.92,-0.0684931506849314
AAPL,2025-10-30,0.09,0.0238997320166265,0,16.91,-0.0594965675057207
NVDA,2025-11-19,0.06,0.0192853469667308,0,23.66,-0.0372960372960373
