ticker,smonth,oprice,cprice,svol
NVDA,2008-11-01,0.22,0.19,12201968000
NVDA,2008-12-01,0.18,0.2,11678692000
NVDA,2009-01-01,0.2,0.2,15267320000
NVDA,2009-02-01,0.2,0.21,16303064000
NVDA,2009-03-01,0.2,0.25,22188612000
NVDA,2009-04-01,0.24,0.29,17628704000
NVDA,2009-05-01,0.29,0.26,21404532000
NVDA,2009-06-01,0.26,0.28,14679120000
NVDA,2009-07-01,0.28,0.32,15994748000
NVDA,2009-08-01,0.33,0.36,13226924000
NVDA,2009-09-01,0.36,0.38,12076336000
NVDA,2009-10-01,0.37,0.3,15518708000
NVDA,2009-11-01,0.3,0.33,12858216000
NVDA,2009-12-01,0.33,0.47,16371668000
NVDA,2010-01-01,0.46,0.38,12898492000
NVDA,2010-02-01,0.39,0.41,12861324000
NVDA,2010-03-01,0.41,0.44,11747816000
NVDA,2010-04-01,0.44,0.39,17109980000
NVDA,2010-05-01,0.39,0.33,20772720000
NVDA,2010-06-01,0.32,0.26,13692592000
NVDA,2010-07-01,0.26,0.23,19236568000
NVDA,2010-08-01,0.23,0.23,19412856000
NVDA,2010-09-01,0.24,0.29,17533164000
NVDA,2010-10-01,0.3,0.3,15803184000
NVDA,2010-11-01,0.3,0.34,14539300000
NVDA,2010-12-01,0.35,0.38,11204136000
NVDA,2011-01-01,0.39,0.6,32736884000
NVDA,2011-02-01,0.6,0.57,24025764000
NVDA,2011-03-01,0.57,0.46,27597580000
NVDA,2011-04-01,0.47,0.5,15322072000
NVDA,2011-05-01,0.51,0.5,17162516000
NVDA,2011-06-01,0.5,0.4,15953784000
NVDA,2011-07-01,0.4,0.35,14551656000
NVDA,2011-08-01,0.35,0.33,22571904000
NVDA,2011-09-01,0.34,0.31,20084740000
NVDA,2011-10-01,0.31,0.37,14851364000
NVDA,2011-11-01,0.36,0.39,16166032000
NVDA,2011-12-01,0.39,0.35,9742340000
NVDA,2012-01-01,0.36,0.37,11596668000
NVDA,2012-02-01,0.37,0.38,13078296000
NVDA,2012-03-01,0.38,0.38,10325244000
NVDA,2012-04-01,0.38,0.32,9550924000
NVDA,2012-05-01,0.32,0.31,11370012000
NVDA,2012-06-01,0.3,0.35,11529368000
NVDA,2012-07-01,0.35,0.34,8499872000
NVDA,2012-08-01,0.34,0.35,9917124000
NVDA,2012-09-01,0.34,0.33,8749448000
NVDA,2012-10-01,0.34,0.3,8135772000
NVDA,2012-11-01,0.3,0.3,9985612000
NVDA,2012-12-01,0.3,0.31,8037340000
NVDA,2013-01-01,0.31,0.31,9181612000
NVDA,2013-02-01,0.31,0.32,9901680000
NVDA,2013-03-01,0.31,0.32,6613708000
NVDA,2013-04-01,0.32,0.34,9386076000
NVDA,2013-05-01,0.34,0.36,8291540000
NVDA,2013-06-01,0.36,0.35,9295708000
NVDA,2013-07-01,0.35,0.36,5229992000
NVDA,2013-08-01,0.36,0.37,7857064000
NVDA,2013-09-01,0.37,0.39,4819932000
NVDA,2013-10-01,0.39,0.38,5772612000
NVDA,2013-11-01,0.38,0.39,6629476000
NVDA,2013-12-01,0.39,0.4,6167976000
NVDA,2014-01-01,0.4,0.39,5421052000
NVDA,2014-02-01,0.4,0.46,7722568000
NVDA,2014-03-01,0.45,0.45,7217988000
NVDA,2014-04-01,0.46,0.46,6937008000
NVDA,2014-05-01,0.47,0.47,5612600000
NVDA,2014-06-01,0.48,0.46,5277132000
NVDA,2014-07-01,0.46,0.44,6269036000
NVDA,2014-08-01,0.44,0.49,6079852000
NVDA,2014-09-01,0.49,0.46,5512388000
NVDA,2014-10-01,0.46,0.49,6607212000
NVDA,2014-11-01,0.5,0.52,4643096000
NVDA,2014-12-01,0.52,0.5,4257004000
NVDA,2015-01-01,0.5,0.48,4140352000
NVDA,2015-02-01,0.48,0.55,4193540000
NVDA,2015-03-01,0.55,0.52,7310444000
NVDA,2015-04-01,0.53,0.56,5673652000
NVDA,2015-05-01,0.56,0.55,7081336000
NVDA,2015-06-01,0.56,0.5,7333832000
NVDA,2015-07-01,0.52,0.5,5480404000
NVDA,2015-08-01,0.5,0.56,9469492000
NVDA,2015-09-01,0.55,0.62,6480208000
NVDA,2015-10-01,0.62,0.71,8052316000
NVDA,2015-11-01,0.71,0.79,7344816000
NVDA,2015-12-01,0.8,0.82,5627172000
NVDA,2016-01-01,0.81,0.73,8138980000
NVDA,2016-02-01,0.73,0.78,9000048000
NVDA,2016-03-01,0.79,0.89,6577904000
NVDA,2016-04-01,0.89,0.89,6734252000
NVDA,2016-05-01,0.9,1.17,10367836000
NVDA,2016-06-01,1.16,1.18,8197900000
NVDA,2016-07-01,1.17,1.43,7210052000
NVDA,2016-08-01,1.43,1.53,9305120000
NVDA,2016-09-01,1.53,1.71,8665252000
NVDA,2016-10-01,1.71,1.78,6551568000
NVDA,2016-11-01,1.79,2.31,12767464000
NVDA,2016-12-01,2.3,2.67,18082228000
NVDA,2017-01-01,2.61,2.73,13396840000
NVDA,2017-02-01,2.76,2.54,14206788000
NVDA,2017-03-01,2.59,2.72,14288960000
NVDA,2017-04-01,2.72,2.61,9572572000
NVDA,2017-05-01,2.62,3.61,19209444000
NVDA,2017-06-01,3.62,3.61,23445520000
NVDA,2017-07-01,3.63,4.06,15491016000
NVDA,2017-08-01,4.05,4.24,14728216000
NVDA,2017-09-01,4.25,4.47,14447336000
NVDA,2017-10-01,4.52,5.17,11422664000
NVDA,2017-11-01,5.23,5.02,11830896000
NVDA,2017-12-01,4.98,4.84,10112216000
NVDA,2018-01-01,4.89,6.14,11456216000
NVDA,2018-02-01,5.96,6.05,14915528000
NVDA,2018-03-01,6.05,5.79,14118440000
NVDA,2018-04-01,5.72,5.62,11144008000
NVDA,2018-05-01,5.61,6.3,11978240000
NVDA,2018-06-01,6.35,5.92,8785540000
NVDA,2018-07-01,5.85,6.12,6321876000
NVDA,2018-08-01,6.15,7.02,10917836000
NVDA,2018-09-01,7,7.03,6340200000
NVDA,2018-10-01,7.1,5.27,12977976000
NVDA,2018-11-01,5.31,4.09,16162340000
NVDA,2018-12-01,4.32,3.34,12451408000
NVDA,2019-01-01,3.27,3.59,16870992000
NVDA,2019-02-01,3.61,3.86,11445728000
NVDA,2019-03-01,3.91,4.49,12068540000
NVDA,2019-04-01,4.58,4.53,9437780000
NVDA,2019-05-01,4.58,3.39,11180752000
NVDA,2019-06-01,3.4,4.11,8233340000
NVDA,2019-07-01,4.31,4.22,8415984000
NVDA,2019-08-01,4.23,4.19,9450328000
NVDA,2019-09-01,4.11,4.35,6347768000
NVDA,2019-10-01,4.38,5.03,7696172000
NVDA,2019-11-01,4.99,5.42,7321800000
NVDA,2019-12-01,5.41,5.88,6543532000
NVDA,2020-01-01,5.97,5.91,6125412000
NVDA,2020-02-01,5.89,6.75,11848652000
NVDA,2020-03-01,6.92,6.59,15773952000
NVDA,2020-04-01,6.39,7.31,11278304000
NVDA,2020-05-01,7.11,8.88,12548876000
NVDA,2020-06-01,8.83,9.5,9719464000
NVDA,2020-07-01,9.52,10.61,8094452000
NVDA,2020-08-01,10.73,13.37,9672544000
NVDA,2020-09-01,13.48,13.53,15856552000
NVDA,2020-10-01,13.76,12.53,8022356000
NVDA,2020-11-01,12.66,13.4,7594820000
NVDA,2020-12-01,13.49,13.06,5120996000
NVDA,2021-01-01,13.1,12.99,6154172000
NVDA,2021-02-01,13.05,13.71,6680324000
NVDA,2021-03-01,13.88,13.35,7648656000
NVDA,2021-04-01,13.57,15.01,6718796000
NVDA,2021-05-01,15.13,16.24,7054380000
NVDA,2021-06-01,16.27,20,10273292000
NVDA,2021-07-01,20.13,19.5,7823077000
NVDA,2021-08-01,19.7,22.39,6416386000
NVDA,2021-09-01,22.49,20.72,4998986000
NVDA,2021-10-01,20.75,25.57,4971078000
NVDA,2021-11-01,25.65,32.68,10811170000
NVDA,2021-12-01,33.22,29.41,11058505000
NVDA,2022-01-01,29.82,24.49,10682164000
NVDA,2022-02-01,25.1,24.39,10644270000
NVDA,2022-03-01,24.29,27.29,11644599000
NVDA,2022-04-01,27.38,18.55,11114390000
NVDA,2022-05-01,18.54,18.67,13833021000
NVDA,2022-06-01,18.72,15.16,10554791000
NVDA,2022-07-01,14.9,18.16,10564476000
NVDA,2022-08-01,18.18,15.09,12069648000
NVDA,2022-09-01,14.21,12.14,13130578000
NVDA,2022-10-01,12.35,13.5,12549277000
NVDA,2022-11-01,13.81,16.92,10600603000
NVDA,2022-12-01,17,14.61,8946152000
NVDA,2023-01-01,14.85,19.54,9454960000
NVDA,2023-02-01,19.69,23.22,10393479000
NVDA,2023-03-01,23.19,27.78,11263731000
NVDA,2023-04-01,27.51,27.75,7436450000
NVDA,2023-05-01,27.84,37.83,11697819000
NVDA,2023-06-01,38.49,42.3,10527050000
NVDA,2023-07-01,42.52,46.73,8706845000
NVDA,2023-08-01,46.46,49.35,13632152000
NVDA,2023-09-01,49.76,43.5,8579273000
NVDA,2023-10-01,44.03,40.78,10141101000
NVDA,2023-11-01,40.88,46.77,9144618000
NVDA,2023-12-01,46.53,49.52,7411887000
NVDA,2024-01-01,49.24,61.53,9706237000
NVDA,2024-02-01,62.1,79.11,11061356000
NVDA,2024-03-01,80,90.36,12149218000
NVDA,2024-04-01,90.3,86.4,10072334000
NVDA,2024-05-01,85.08,109.63,9645174000
NVDA,2024-06-01,113.62,123.54,7424176700
NVDA,2024-07-01,123.47,117.02,6405438600
NVDA,2024-08-01,117.53,119.37,8105367800
NVDA,2024-09-01,116.01,121.44,6271163200
NVDA,2024-10-01,121.77,132.76,5627917200
NVDA,2024-11-01,134.7,138.25,4497414600
NVDA,2024-12-01,138.83,134.29,4085855200
NVDA,2025-01-01,136,120.07,5948400800
NVDA,2025-02-01,114.75,124.92,4755230400
NVDA,2025-03-01,123.51,108.38,6177950300
NVDA,2025-04-01,108.52,108.92,6811006400
NVDA,2025-05-01,113.08,135.13,4756803800
NVDA,2025-06-01,135.49,157.99,3821296800
NVDA,2025-07-01,156.29,177.87,3596804400
NVDA,2025-08-01,174.09,174.18,3608891200
NVDA,2025-09-01,170,186.58,3890495300
NVDA,2025-10-01,185.24,202.49,4031017400
NVDA,2025-11-01,208.08,177,4160148300
NVDA,2025-12-01,174.76,186.5,3629693700
NVDA,2026-01-01,189.84,191.13,3292228600
NVDA,2026-02-01,187.2,174.19,576283500
